ResponseId,Country,Industry,EdLevel,Employment,ICorPM,Pay_USD,LogPay,AISelect,LearnCodeAI,AIAgents,AI_IntensityScore,HighAI,DevType,DevType_bucket,OrgSize_clean,RemoteWork_clean,ExpBand,WorkExp_num,YearsCode_num,NumLangs,NumDBs,NumClouds,NumWeb,SQL_any,BI_any,ToolCountWork,ToolCountPersonal,JobSat,SOVisitFreq,SOPartFreq,AISent,AIAcc,AIComplex,AIThreat,SOFriction,NewRole,MainBranch_clean,MainBranch_sort,SOAccount_clean,HasSOAccount,SODuration_clean,SODuration_sort,SODuration_years,SOComm_clean,SOComm_likert,SOComm_sort,EmpAddl_none_of_the_above,EmpAddl_caring_for_dependents_children_elder,EmpAddl_engaged_in_paid_work_20_29_hours_per,EmpAddl_volunteering_regularly,EmpAddl_attending_school_full_time,EmpAddl_engaged_in_paid_work_less_than_10_ho,EmpAddl_attending_school_part_time,EmpAddl_engaged_in_paid_work_10_19_hours_per,EmpAddl_transitioning_to_retirement_graduall,EmpAddl_count,EmpAddl_Other
26513,United States of America,,Primary/elementary school,I prefer not to say,,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",3.4,0,Other (please specify):,Other/Unknown,,,6–10,,6.0,9,0,0,3,0,0,1.0,11.0,,A few times per week,Less than once per month or monthly,Favorable,Somewhat trust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Hobbyist,4.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,Neutral,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
37065,Romania,Banking/Financial Services,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,69609.0,11.150649148307476,"Yes, I use AI tools weekly","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Yes, I use AI agents at work weekly",3.3,0,"Developer, back-end",Web/Fullstack,,,3–5,5.0,4.0,3,3,2,0,1,0,10.0,5.0,3.0,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Favorable,Neither trust nor distrust,Bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Not sure,,Between 3 and 5 years,3.0,4.0,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
30652,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"No, I didn't spend time learning in the past year",,-0.2,0,"Developer, back-end",Web/Fullstack,10k+,Hybrid,11–15,15.0,18.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
34267,India,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",3.2,0,"Developer, full-stack",Other/Unknown,10–49,Onsite,0–2,2.0,2.0,4,3,8,6,1,0,5.0,7.0,8.0,Daily or almost daily,Less than once every 2 - 3 months,Indifferent,Somewhat distrust,Bad at handling complex tasks,I'm not sure,About half of the time,I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
8226,France,Other:,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,51975.0,10.858518112726212,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.4,1,Data engineer,Data/ML,50–249,Remote,3–5,3.0,11.0,6,4,6,3,1,0,,,5.0,Less than once per month or monthly,"Infrequently, less than once per year",Very favorable,Neither trust nor distrust,Bad at handling complex tasks,I'm not sure,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
9056,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, back-end",Web/Fullstack,,,6–10,10.0,10.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
11630,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Architect, software or solutions",Other/Unknown,,,11–15,14.0,15.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
38821,United States of America,Software Development,Other (please specify):,"Independent contractor, freelancer, or self-employed",,,,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",-0.9,0,"Developer, desktop or enterprise applications",Other/Unknown,,,16+,19.0,33.0,14,3,5,3,1,0,3.0,2.0,5.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Very unfavorable,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,Yes,I don't use AI or AI-enabled tools,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Not sure,,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,1,0,0,0,0,0,0,0,1,0
5870,United States of America,Fintech,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,165000.0,12.013700752882718,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.0,1,"Developer, full-stack",Other/Unknown,10–49,Remote,0–2,2.0,9.0,10,2,4,3,1,0,4.0,3.0,8.0,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Very favorable,Neither trust nor distrust,Bad at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,1,0,0,0,0,0,0,1,0
48068,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,,,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",,0.0,0,Student,Other/Unknown,,,3–5,,3.0,0,0,0,0,0,0,,,,,,,,,,,,Learning to code,5.0,,,,,,,,,0,0,0,1,1,0,0,0,0,2,0
23480,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,,,,,,0.0,0,,,,,0–2,1.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
13173,China,,Some college/university study without earning a degree,Student,,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,Student,Other/Unknown,,,0–2,,2.0,3,0,0,0,0,0,,,,Less than once per month or monthly,"Infrequently, less than once per year",Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Hobbyist,4.0,Yes,1.0,Less than one year,1.0,0.5,Neutral,3.0,3.0,0,0,0,0,1,0,0,0,0,1,0
4036,Netherlands,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,69609.0,11.150649148307476,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.6,0,"Developer, embedded applications or devices",Other/Unknown,10–49,Remote,11–15,12.0,23.0,3,0,4,0,0,0,5.0,5.0,7.0,A few times per week,"Infrequently, less than once per year",Unsure,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,0,1,0,1,0,0,0,0,0,2,0
29782,Germany,Other:,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,150819.0,11.923835721314289,"No, but I plan to soon","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, but I plan to",1.3,0,"Architect, software or solutions",Other/Unknown,1k–4.9k,Hybrid,16+,31.0,43.0,5,0,2,0,0,0,20.0,20.0,6.0,Daily or almost daily,A few times per month or weekly,Unsure,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,1,0,1,0,1,0,0,0,3,0
13247,Bulgaria,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,7665.0,8.944419791305915,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",1.9,0,"Developer, front-end",Web/Fullstack,10–49,Onsite,0–2,1.0,5.0,2,0,0,1,0,0,,1.0,6.0,,,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
49020,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,,,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",,0.0,0,"Developer, desktop or enterprise applications",Other/Unknown,,,16+,19.0,19.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,1,0,1,0,0,0,0,1,3,0
1423,United States of America,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,150000.0,11.918390573078392,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",3.8,0,"Developer, back-end",Web/Fullstack,10–49,Hybrid,16+,47.0,44.0,4,2,4,0,1,0,5.0,,9.0,Daily or almost daily,Less than once every 2 - 3 months,Favorable,Somewhat trust,I don't use AI tools for complex tasks / I don't know,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, definitely",5.0,5.0,1,0,0,0,0,0,0,0,0,1,0
24385,United States of America,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Individual contributor,,,,"No, I didn't spend time learning in the past year",,-0.2,0,DevOps engineer or professional,DevOps/Cloud,1k–4.9k,Hybrid,0–2,2.0,5.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
11859,Mexico,Computer Systems Design and Services,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,,,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",2.3,0,Data or business analyst,Data/ML,1,Remote,16+,30.0,10.0,13,0,0,0,1,0,3.0,3.0,,A few times per week,I have never participated in Q&A on Stack Overflow,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,About half of the time,I have transitioned into a new career and/or industry voluntarily,Occasional coder,3.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"Yes, somewhat",4.0,4.0,0,0,0,0,0,0,0,1,1,2,0
15614,Germany,Banking/Financial Services,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Individual contributor,58007.0,10.96831897190132,"No, but I plan to soon","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.2000000000000002,0,Database administrator or engineer,Data/ML,10k+,Hybrid,3–5,5.0,13.0,7,2,7,3,1,0,5.0,5.0,7.0,A few times per week,Multiple times per day,Indifferent,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,0,1,1,0,0,0,0,0,2,0
3291,Singapore,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"No, but I plan to soon","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work weekly",2.8,0,"Developer, back-end",Web/Fullstack,10–49,Hybrid,16+,35.0,35.0,2,1,0,0,1,0,10.0,10.0,10.0,Multiple times per day,Daily or almost daily,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"Yes, definitely",5.0,5.0,0,1,0,0,0,0,0,0,0,1,0
31519,Ukraine,Software Development,Primary/elementary school,Employed,Individual contributor,2037.0,7.619233416226805,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work monthly or infrequently",2.8,0,"Developer, back-end",Web/Fullstack,1k–4.9k,Remote,11–15,12.0,14.0,0,0,0,0,0,0,10.0,4.0,7.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Somewhat trust,Bad at handling complex tasks,No,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,,,,0,0,1,0,0,0,0,0,0,1,0
24307,United States of America,Software Development,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Individual contributor,120000.0,11.695247021764184,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",4.3,1,Student,Other/Unknown,10k+,Onsite,0–2,1.0,5.0,11,0,0,0,1,0,2.0,1.0,9.0,A few times per week,"Infrequently, less than once per year",Favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,Neutral,3.0,3.0,0,0,1,0,1,0,0,0,0,2,0
23661,Argentina,Computer Systems Design and Services,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,73000.0,11.198214720130528,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, full-stack",Other/Unknown,10–49,Remote,16+,25.0,6.0,5,3,13,6,1,0,6.0,15.0,8.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,1,0,0,0,0,0,0,1,0
18579,United States of America,Software Development,Some college/university study without earning a degree,Employed,Individual contributor,,,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work weekly",4.8,1,"Developer, full-stack",Other/Unknown,10k+,Remote,16+,17.0,17.0,11,0,1,0,0,0,,,9.0,A few times per week,Less than once every 2 - 3 months,Very unfavorable,Highly distrust,Very poor at handling complex tasks,No,,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
7943,Poland,Higher Education,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Individual contributor,22924.0,10.039939675671627,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",3.0,0,Student,Other/Unknown,10–49,Onsite,11–15,,13.0,3,1,0,2,1,0,6.0,5.0,,A few times per month or weekly,"Infrequently, less than once per year",Indifferent,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Occasional coder,3.0,Not sure,,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,0,0,1,0,1,0,0,0,0,2,0
43893,Denmark,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,114634.0,11.64949972337942,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Yes, I use AI agents at work daily",3.8,0,"Developer, back-end",Web/Fullstack,10–49,Remote,11–15,12.0,22.0,3,2,9,4,1,0,25.0,,8.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,1,0,1,0,0,0,0,0,2,0
41350,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,,,,,6–10,9.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
14496,Nigeria,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, full-stack",Other/Unknown,10–49,Remote,3–5,5.0,10.0,7,6,13,9,1,0,,,,Less than once every 2 - 3 months,"Infrequently, less than once per year",Very favorable,Highly distrust,Very well at handling complex tasks,Yes,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
9551,,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"No, I didn't spend time learning in the past year",,-0.2,0,DevOps engineer or professional,DevOps/Cloud,50–249,Onsite,0–2,1.0,6.0,0,0,0,0,0,0,,,8.0,,,,,,No,,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
